Station:;10488;;;;;;;;
Hauptfrucht:;Zuckerr黚e;Zwischenfrucht:;keine;;;;;;
2009;323;0,9;1,04;0;0;97,3;27,3;551,9;50
2009;324;0,8;0,88;0;0;96,2;27,1;551;50
2009;325;0,4;0,46;0;0;95,6;27;550,6;50
2009;326;0,7;0,71;0,1;0;94,9;26,9;550;50
2009;327;0,6;0,67;1,8;0;96,3;27,1;551;50
2009;328;0,5;0,58;0,8;0;96,5;27,1;551,2;50
2009;329;0,8;0,9;0;0;95,4;27;550,3;50
2009;330;0,9;1;0,1;0;94,2;26,8;549,5;50
2009;331;0,4;0,45;0;0;93,7;26,7;549;50
2009;332;0,5;0,55;0;0;93;26,6;548,4;50
2009;333;0,5;0,5;0;0;92,3;26,5;547,9;50
2009;334;0,4;0,41;0;0;91,8;26,4;547,5;50
2009;335;0,3;0,34;15,3;8,5;100;27,7;554;50
2009;336;0,6;0,73;0;0;99,1;27,6;553,3;50
2009;337;0,7;0,76;0;0;98,1;27,4;552,5;50
2009;338;0,5;0,56;0,8;0;98,4;27,4;552,7;50
2009;339;0,4;0,45;1,4;0;99,6;27,6;553,7;50
2009;340;0,4;0,42;7,2;6,4;100;27,7;554;50
2009;341;0,8;0,9;0;0;98,9;27,5;553,1;50
2009;342;0,3;0,37;5,6;4,3;100;27,7;554;50
2009;343;0,3;0,37;2,6;2,3;100;27,7;554;50
2009;344;0,3;0,38;9,5;9,1;100;27,7;554;50
2009;345;0,3;0,34;1,5;1,2;100;27,7;554;50
2009;346;0,3;0,3;0,1;0;99,8;27,7;553,8;50
2009;347;0,2;0,27;0,5;0,1;100;27,7;554;50
2009;348;0,2;0,27;0,1;0;99,8;27,7;553,9;50
2009;349;0,2;0,28;0;0;99,5;27,6;553,6;50
2009;350;0,2;0,26;0;0;99,1;27,6;553,3;50
2009;351;0,2;0,25;2,2;1,3;100;27,7;554;50
2009;352;0,1;0,16;0,7;0,5;100;27,7;554;50
2009;353;0,1;0,12;0,1;0;100;27,7;554;50
2009;354;0,3;0,32;0,3;0;99,9;27,7;553,9;50
2009;355;0,4;0,51;0,1;0;99,4;27,6;553,6;50
2009;356;0,3;0,31;0,3;0;99,4;27,6;553,5;50
2009;357;0,3;0,31;10;9,2;100;27,7;554;50
2009;358;0,3;0,33;0;0;99,6;27,6;553,7;50
2009;359;0,4;0,51;7,2;6,3;100;27,7;554;50
2009;360;0,6;0,7;0;0;99,1;27,6;553,3;50
2009;361;0,3;0,3;0;0;98,7;27,5;553;50
2009;362;0,3;0,32;0,4;0;98,9;27,5;553,1;50
2009;363;0,6;0,66;0,2;0;98,3;27,4;552,7;50
2009;364;0,3;0,32;12,2;10,6;100;27,7;554;50
2009;365;0,3;0,31;3,9;3,6;100;27,7;554;50
;;;;;;;;;
Station:;10488;;;;;;;;
Hauptfrucht:;Zuckerr黚e;Zwischenfrucht:;keine;;;;;;
Flexibilisierung:;keine;;;;;;;;
Jahr;Tag;PET;AET;SNKk;PERC;BOF;BOF;SWI;ZG
;mm;mm;mm;mm;%nFK;Vol%;mm;cm;
2010;1;0,2;0,27;2,6;2,3;100;27,7;554;50
2010;2;0,2;0,27;2,6;2,3;100;27,7;554;50
2010;3;0,2;0,26;4;3,8;100;27,7;554;50
2010;4;0,2;0,24;0,5;0,3;100;27,7;554;50
2010;5;0,5;0,53;0;0;99,3;27,6;553,5;50
2010;6;0,2;0,21;0,1;0;99,2;27,6;553,4;50
2010;7;0,2;0,23;0;0;98,9;27,5;553,2;50
2010;8;0,2;0,22;1;0;100;27,7;554;50
2010;9;0,2;0,26;4,4;4,1;100;27,7;554;50
2010;10;0,2;0,26;4,4;4,2;100;27,7;554;50
2010;11;0,2;0,24;0,3;0;100;27,7;554;50
2010;12;0,4;0,47;0;0;99,4;27,6;553,5;50
2010;13;0,2;0,28;0;0;99;27,5;553,2;50
2010;14;0,3;0,3;0;0;98,7;27,5;552,9;50
2010;15;0,3;0,31;0;0;98,3;27,4;552,6;50
2010;16;0,3;0,31;0;0;97,9;27,4;552,3;50
2010;17;0,3;0,32;2,5;0,5;100;27,7;554;50
2010;18;0,3;0,36;0,6;0,2;100;27,7;554;50
2010;19;0,3;0,35;2;1,6;100;27,7;554;50
2010;20;0,3;0,32;1,2;0,8;100;27,7;554;50
2010;21;0,2;0,24;0;0;99,7;27,7;553,8;50
2010;22;0,2;0,24;0;0;99,4;27,6;553,5;50
2010;23;0,3;0,3;0;0;99;27,5;553,2;50
2010;24;0,3;0,38;0;0;98,5;27,5;552,8;50
2010;25;0,4;0,44;0;0;98;27,4;552,4;50
2010;26;0,4;0,46;0;0;97,4;27,3;551,9;50
2010;27;0,3;0,31;0,4;0;97,5;27,3;552;50
2010;28;0,3;0,37;2,6;0,3;100;27,7;554;50
2010;29;0,3;0,38;0,7;0,3;100;27,7;554;50
2010;30;0,4;0,44;0,7;0,2;100;27,7;554;50
2010;31;0,7;0,76;0,4;0;99,5;27,6;553,6;50
2010;32;0,5;0,57;0;0;98,8;27,5;553,1;50
2010;33;0,6;0,68;1;0;99,3;27,6;553,4;50
2010;34;0,7;0,79;1,5;0,2;100;27,7;554;50
2010;35;0,4;0,44;0;0;99,4;27,6;553,6;50
2010;36;0,5;0,52;0;0;98,8;27,5;553;50
2010;37;0,4;0,41;0;0;98,3;27,4;552,6;50
2010;38;0,3;0,34;0;0;97,8;27,4;552,3;50
2010;39;0,3;0,33;0;0;97,4;27,3;552;50
2010;40;0,6;0,64;0;0;96,6;27,2;551,3;50
2010;41;0,3;0,33;1,6;0;98,2;27,4;552,6;50
2010;42;0,3;0,33;1,7;0;99,9;27,7;553,9;50
2010;43;0,3;0,38;1,2;0,7;100;27,7;554;50
2010;44;0,3;0,38;0,9;0,5;100;27,7;554;50
2010;45;0,4;0,43;0,1;0;99,6;27,6;553,7;50
2010;46;0,4;0,5;0;0;99;27,5;553,2;50
2010;47;0,4;0,42;0;0;98,5;27,5;552,8;50
2010;48;1,1;1,23;0;0;96,9;27,2;551,6;50
2010;49;0,7;0,8;0,1;0;96;27,1;550,9;50
2010;50;0,5;0,5;0,2;0;95,7;27;550,6;50
2010;51;1,1;1,15;1,4;0;96;27,1;550,9;50
2010;52;0,7;0,76;0,8;0;96,1;27,1;550,9;50
2010;53;0,7;0,79;0;0;95,1;26,9;550,1;50
2010;54;0,5;0,57;3,3;0;98,5;27,5;552,8;50
2010;55;0,6;0,65;2;0,2;100;27,7;554;50
2010;56;1,3;1,55;0;0;98;27,4;552,5;50
2010;57;0,6;0,64;2,2;0;100;27,7;554;50
2010;58;1,5;1,76;0;0;97,8;27,3;552,2;50
2010;59;0,8;0,91;0,1;0;96,8;27,2;551,4;50
2010;60;0,8;0,84;0,4;0;96,3;27,1;551;50
2010;61;0,9;0,98;0;0;95;26,9;550,1;50
2010;62;1;1,03;0;0;93,7;26,7;549;50
2010;63;1,1;1,11;1,4;0;94,1;26,8;549,4;50
2010;64;0,5;0,58;0;0;93,4;26,7;548,8;50
2010;65;0,8;0,82;1,4;0;94,2;26,8;549,4;50
2010;66;0,8;0,82;0,1;0;93,3;26,6;548,7;50
2010;67;0,9;0,97;0,5;0;92,7;26,5;548,2;50
2010;68;1,5;1,51;0;0;90,8;26,2;546,7;50
2010;69;1,6;1,57;0;0;88,8;25,9;545,2;50
2010;70;1,6;1,57;0;0;86,8;25,6;543,6;50
2010;71;0,6;0,52;2;0;88,6;25,9;545;50
2010;72;0,6;0,59;0,8;0;88,9;25,9;545,2;50
2010;73;0,6;0,62;4,6;0;93,9;26,7;549,2;50
2010;74;0,8;0,88;9,9;4,2;100;27,7;554;50
2010;75;0,6;0,69;0,4;0;99,7;27,7;553,8;50
2010;76;0,8;0,86;0;0;98,6;27,5;552,9;50
2010;77;2,5;2,8;0;0;95;26,9;550,1;50
2010;78;2,2;2,37;0;0;92;26,4;547,7;50
2010;79;1,1;1,12;0,1;0;90,8;26,2;546,7;50
2010;80;0,9;0,86;7,6;0;99,3;27,6;553,4;50
2010;81;2,7;3,12;0;0;95,3;27;550,3;50
2010;82;1,7;1,83;0;0;93;26,6;548,5;50
2010;83;2,5;2,61;0;0;89,7;26,1;545,9;50
2010;84;2,9;2,89;0;0;86,1;25,5;543;50
2010;85;2,8;2,55;8,5;0;93,5;26,7;548,9;50
2010;86;1,1;1,23;4,8;0;98,1;27,4;552,5;50
2010;87;1,2;1,42;1,5;0;98,3;27,4;552,6;50
2010;88;0,9;1,02;5;2,6;100;27,7;554;50
2010;89;2,6;3,01;0;0;96,2;27,1;551;50
2010;90;1;1,06;0;0;94,8;26,9;549,9;50
2010;91;2,2;2,32;0;0;91,9;26,4;547,6;50
2010;92;2,3;2,36;0;0;88,9;25,9;545,2;50
2010;93;1,8;1,75;0;0;86,7;25,6;543,5;50
2010;94;1;0,94;1,3;0;87,2;25,7;543,9;50
2010;95;1,2;1,11;0;0;85,8;25,5;542,8;50
2010;96;2,5;2,33;0;0;82,8;25;540,4;50
2010;97;3,5;3,06;0;0;79;24,4;537,4;50
2010;98;3,4;2,8;0;0;75,4;23,8;534,6;50
2010;99;1,7;1,35;0;0;73,7;23,5;533,2;50
2010;100;1,5;1,14;5,6;0;79,4;24,4;537,7;50
2010;101;0,9;0,77;5,5;0;85,4;25,4;542,4;50
2010;102;1,6;1,7;0,1;0;83,4;25,1;540,9;50
2010;103;2,7;2,69;0;0;80;24,5;538,2;50
2010;104;1,1;1,01;1,4;0;80,5;24,6;538,6;50
2010;105;0,9;0,85;4,5;0;85,1;25,3;542,2;50
2010;106;1,4;1,45;0;0;83,3;25,1;540,8;50
2010;107;3,4;3,3;0;0;79,1;24,4;537,5;50
2010;108;3,8;3,33;0;0;74,9;23,7;534,2;50
2010;109;3,7;2,86;0;0;71,3;23,2;531,3;50
2010;110;2,4;1,75;0;0;69,1;22,8;529,6;50
2010;111;1,7;1,15;1;0;68,8;22,8;529,4;50
2010;112;2,5;1,74;0;0;66,7;22,4;527,7;50
2010;113;3,8;2,53;0;0;63,5;21,9;525,1;50
2010;114;4,1;2,58;0;0;60,2;21,4;522,6;50
2010;115;4,2;2,51;0;0;57;20,9;520;50
2010;116;2,9;1,64;3,6;0;59,5;21,3;522;50
2010;117;1,4;0,86;0;0;58,4;21,1;521,2;50
2010;118;4;2,4;0;0;55,4;20,7;518,8;50
2010;119;4;2,21;0;0;52,6;20,2;516,6;50
2010;120;3,9;2,06;0,1;0;50,1;19,8;514,6;50
2010;121;2;1;2,2;0;51,7;20,1;515,8;50
2010;122;1,3;0,7;8,7;0;61,8;21,7;523,8;50
2010;123;1,3;0,95;5,4;0;67,4;22,5;528,2;50
2010;124;1,2;0,97;0;0;66,2;22,4;527,3;50
2010;125;2;1,61;2,8;0;67,6;22,6;528,4;50
2010;126;1,1;0,95;18,9;0;90,4;26,2;546,4;50
2010;127;1,5;1,7;0;0;88,2;25,8;544,7;50
2010;128;2,9;3,2;0;0;84,2;25,2;541,5;50
2010;129;3,4;3,33;0,8;0;80,9;24,7;538,9;50
2010;130;2,1;1,85;0;0;78,6;24,3;537,1;50
2010;131;1,5;1,24;0,3;0;77,4;24,1;536,2;50
2010;132;3,8;3,12;0;0;73,5;23,5;533;50
2010;133;1,4;1,08;0;0;72,1;23,3;532;50
2010;134;1,2;0,89;12,8;0;87,1;25,7;543,8;50
2010;135;1,2;1,28;0,9;0;86,6;25,6;543,4;50
2010;136;2,5;2,73;0;0;83,2;25;540,7;50
2010;137;2,2;2,21;0;0;81;24,7;538,5;51,7
2010;138;1,3;1,17;1,4;0;81,3;24,7;538,7;51,7
2010;139;1,2;1,15;6,3;0;87,6;25,7;543,9;51,7
2010;140;1,4;1,49;0,6;0;86,4;25,6;542,9;51,7
2010;141;1,6;1,69;0,8;0;85,3;25,4;542;51,7
2010;142;4,1;4,24;0;0;80,1;24,6;537,8;51,7
2010;143;2,9;2,65;0,4;0;77,4;24,1;535,6;51,7
2010;144;2,1;1,8;17,1;0;96,1;27,1;550,8;51,7
2010;145;3,2;3,72;0;0;91,5;26,4;547,1;51,7
2010;146;2,5;2,61;0;0;88,3;25,9;544,5;51,7
2010;147;1,9;1,81;0,7;0;87,3;25,7;543,3;53,3
2010;148;1,9;1,87;25;12,4;100;27,7;554;53,3
2010;149;4,1;4,67;0;0;94,5;26,8;549,3;53,3
2010;150;2,3;2,49;7,8;0,6;100;27,7;554;53,3
2010;151;1,3;1,55;3,3;1,7;100;27,7;554;53,3
2010;152;1,3;1,54;2,9;1,3;100;27,7;554;53,3
2010;153;1,4;1,58;11,1;9,5;100;27,7;554;55
2010;154;1,9;2,15;24,6;22,5;100;27,7;554;55
2010;155;5,2;6;0;0;93,1;26,6;548;55
2010;156;5,8;6,02;0;0;86,2;25,5;542;55
2010;157;5,4;5,04;0;0;80,4;24,6;536,9;55
2010;158;4,1;3,52;3,5;0;80,4;24,6;536,9;55
2010;159;4,1;3,53;6,2;0;83,9;25,2;539,6;56,7
2010;160;4,1;3,83;0;0;79,6;24,5;535,8;56,7
2010;161;4,9;4,14;0;0;75;23,7;531,6;56,7
2010;162;5,9;4,69;0;0;70,6;23,1;526,9;58,3
2010;163;2,1;1,56;1,9;0;70,9;23,1;527,2;58,3
2010;164;3,7;2,72;0;0;68;22,6;524,5;58,3
2010;165;3;2,14;0;0;66,6;22,4;522,4;60
2010;166;2,7;1,88;0;0;64,7;22,1;520,5;60
2010;167;5,4;3,65;0;0;60,8;21,5;516,8;60
2010;168;5,8;3,69;0;0;56,9;20,9;513,2;60
2010;169;2,9;1,75;0;0;56,3;20,8;511,4;61,7
2010;170;3,1;1,82;0;0;54,4;20,5;509,6;61,7
2010;171;2,3;1,31;0;0;53,1;20,3;508,3;61,7
2010;172;2,3;1,32;0;0;53;20,3;507;63,3
2010;173;4,3;2,44;0;0;50,6;19,9;504,5;63,3
2010;174;3,3;1,77;0;0;50,1;19,8;502,8;65
2010;175;4,3;2,33;0;0;47,8;19,5;500,4;65
2010;176;4,3;2,25;0;0;47;19,3;498,2;66,7
2010;177;4,9;2,53;0;0;45,9;19,2;495,6;68,3
2010;178;6,1;3,13;0;0;44,4;18,9;492,5;70
2010;179;6,3;3,17;0;0;42,9;18,7;489,3;71,7
2010;180;6,3;3,1;0;0;40,2;18,2;486,2;71,7
2010;181;4,5;2,15;0;0;39,7;18,2;484,1;73,3
2010;182;4,5;2,14;0;0;39,2;18,1;481,9;75
2010;183;6,3;2,97;0;0;38,1;17,9;479;76,7
2010;184;6,5;3,06;0;0;36,9;17,7;475,9;78,3
2010;185;5,7;2,63;0;0;36,2;17,6;473,3;80
2010;186;3,6;2,19;24,4;0;54,7;20,5;495,5;81,7
2010;187;2,1;1,6;7,6;0;60,9;21,5;501,5;85
2010;188;5,4;4,23;0;0;59,4;21,3;497,3;88,3
2010;189;6,1;4,41;0;0;57,8;21;492,9;91,7
2010;190;6,5;4,37;0;0;56,4;20,8;488,5;95
2010;191;6,7;4,34;0;0;55;20,6;484,2;98,3
2010;192;6,7;4,27;0;0;53,9;20,4;479,9;101,7
2010;193;6,7;4,22;0;0;52;20,1;475,7;103,3
2010;194;3,7;2,29;0;0;51,4;20;473,4;105
2010;195;5,8;3,54;0;0;50,1;19,8;469,8;106,7
2010;196;2,5;1,51;0,9;0;50,5;19,9;469,2;108,3
2010;197;5,8;3,54;0;0;49,2;19,7;465,7;110
2010;198;2,2;1,6;8,9;0;54,1;20,4;473;111,7
2010;199;2,4;1,6;0,1;0;53,9;20,4;471,5;113,3
2010;200;5,4;3,48;0;0;52,7;20,2;468;115
2010;201;4,6;2,88;0;0;51,8;20,1;465,1;116,7
2010;202;5,9;3,69;0;0;49,8;19,8;461,5;116,7
2010;203;4;2,68;6,8;0;52,7;20,2;465,6;118,3
2010;204;1,6;2,05;56,4;0;81,8;24,8;520;118,3
2010;205;1,6;1,93;5,2;0;83,8;25,1;523,2;120
2010;206;2,6;3;4,1;0;84,3;25,2;524,3;120
2010;207;4,4;5,01;0;0;81,9;24,8;519,3;121,7
2010;208;4;4,4;0;0;79,6;24,5;514,9;121,7
2010;209;3,3;3,54;4,4;0;80,4;24,6;515,7;123,3
2010;210;3,1;3,36;10,3;0;83,9;25,2;522,7;123,3
2010;211;3,5;3,89;0;0;81,9;24,8;518,8;123,3
2010;212;5,2;5,59;0;0;79,1;24,4;513,2;123,3
2010;213;5,2;5,3;0;0;76,5;24;507,9;121,7
2010;214;2,7;2,97;19,6;0;85,2;25,4;524,5;121,7
2010;215;1,5;1,93;25,2;0;97,3;27,3;547,8;121,7
2010;216;3,9;4,49;0;0;95;26,9;543,3;120
2010;217;3,8;4,15;0;0;92,8;26,6;539,2;120
2010;218;1,5;1,55;1,4;0;92,7;26,5;539;118,3
2010;219;1,4;1,83;22,9;6,1;100;27,7;554;118,3
2010;220;3,5;4,06;0;0;97,8;27,4;549,9;116,7
2010;221;2,5;2,75;0;0;96,3;27,1;547,2;116,7
2010;222;3,8;4,16;0;0;94;26,8;543;115
2010;223;3,1;3,28;0;0;92,2;26,5;539,7;115
2010;224;3,2;3,41;6,8;0;94,1;26,8;543,2;113,3
2010;225;1,5;1,68;0,2;0;93,3;26,6;541,7;113,3
2010;226;1,4;1,57;7,9;0;96,9;27,2;548,1;111,7
2010;227;2,7;3,29;26,3;17;100;27,7;554;111,7
2010;228;3,6;4,16;8,3;4,1;100;27,7;554;110
2010;229;1,6;1,83;5;3,1;100;27,7;554;110
2010;230;2,5;2,83;0,8;0;98,8;27,5;551,9;108,3
2010;231;3,3;3,78;0,3;0;96,8;27,2;548,5;106,7
2010;232;4,8;5,3;0;0;93,6;26,7;543,2;105
2010;233;5;5,36;0;0;90,3;26,2;537,8;103,3
2010;234;4,5;4,67;5,5;0;90,8;26,2;538,7;101,7
2010;235;2,7;2,77;1;0;89,7;26,1;536,9;101,7
2010;236;3,1;3,11;0,1;0;87,8;25,8;533,9;100
2010;237;3,5;3,49;0;0;85,5;25,4;530,4;98,3
2010;238;1,3;1,36;3,9;0;87,2;25,7;532,9;96,7
2010;239;1,7;2,2;31,2;7,9;100;27,7;554;95
2010;240;2,3;2,74;13,4;10,7;100;27,7;554;93,3
2010;241;1,9;2,18;3,7;1,6;100;27,7;554;91,7
2010;242;1,3;1,69;22;20,3;100;27,7;554;91,7
2010;243;1,4;1,62;7,5;5,9;100;27,7;554;90
2010;244;1,3;1,53;1,3;0;99,8;27,7;553,8;88,3
2010;245;1,2;1,38;1,4;0;99,9;27,7;553,8;86,7
2010;246;2,3;2,66;0;0;97,9;27,4;551,2;85
2010;247;2,5;2,76;0;0;95,8;27;548,4;85
2010;248;2,2;2,38;0;0;94;26,8;546;83,3
2010;249;3,2;3,46;0;0;91,4;26,3;542,6;81,7
2010;250;3,5;3,56;0;0;88,6;25,9;539;81,7
2010;251;2;1,99;0;0;87;25,7;537;80
2010;252;1,2;1,16;0,7;0;86,6;25,6;536,5;78,3
2010;253;2,1;1,98;0,1;0;85,1;25,3;534,7;76,7
2010;254;3;2,79;0;0;82,8;25;531,9;76,7
2010;255;3,5;3,17;0;0;80,1;24,6;528,7;75
2010;256;1,4;1,29;4,7;0;83;25;532,1;75
2010;257;1;1,32;22,9;0;100;27,7;553,7;73,3
2010;258;1,6;1,86;2,9;0,7;100;27,7;554;73,3
2010;259;2,1;2,37;0;0;97,9;27,4;551,6;71,7
2010;260;1,8;2,04;2;0;97,9;27,4;551,6;70
2010;261;1,6;1,84;0;0;96,2;27,1;549,7;70
2010;262;2,7;2,94;0;0;93,5;26,7;546,8;68,3
2010;263;1,7;1,81;0;0;91,8;26,4;545;68,3
2010;264;2,5;2,61;0;0;89,3;26;542,4;66,7
2010;265;3,1;3,11;0;0;86,4;25,5;539,3;66,7
2010;266;3,2;3,05;0;0;83,4;25,1;536,2;65
2010;267;3;2,71;0;0;80,8;24,7;533,5;65
2010;268;0,9;1,1;13,4;0;93,1;26,6;545,8;63,3
2010;269;0,8;1,07;38,5;29,3;100;27,7;554;63,3
2010;270;0,8;1,05;66,8;65,7;100;27,7;554;63,3
2010;271;0,8;1,01;8;7;100;27,7;554;61,7
2010;272;0,8;0,91;1,4;0,5;100;27,7;554;61,7
2010;273;1,8;2,12;0;0;97,8;27,4;551,9;61,7
2010;274;2,1;2,34;0;0;95,3;27;549,5;60
2010;275;1,2;1,32;0;0;94;26,7;548,2;60
2010;276;1,9;1,98;0;0;91,9;26,4;546,2;60
2010;277;1,5;1,57;0;0;90,2;26,1;544,7;58,3
2010;278;1,2;1,18;0;0;88,9;25,9;543,5;58,3
2010;279;1,6;1,61;0;0;87,1;25,7;541,9;58,3
2010;280;0,8;0,79;0;0;86,3;25,5;541,1;58,3
2010;281;2,3;2,18;0;0;83,8;25,1;538,9;56,7
2010;282;2,2;1,94;0;0;81,7;24,8;537;56,7
2010;283;2,2;1,9;0;0;79,6;24,5;535,1;56,7
2010;284;2;1,71;0;0;77,6;24,2;533,3;56,7
2010;285;0,9;0,71;0;0;76,8;24;532,6;55
2010;286;1,5;1,24;0;0;75,4;23,8;531,4;55
2010;287;0,8;0,6;0;0;74,7;23,7;530,8;55
2010;288;0,6;0,57;2,5;0;77;24,1;532,8;55
2010;289;0,7;0,65;2,6;0;79,3;24,4;534,7;55
2010;290;1,7;1,47;0;0;77,6;24,2;533,3;53,3
2010;291;1,6;1,33;0;0;76,1;23,9;531,9;53,3
2010;292;0,6;0,5;2,2;0;78,1;24,2;533,7;53,3
2010;293;0,7;0,73;8,8;0;87,7;25,8;541,7;53,3
2010;294;0,7;0,72;0,1;0;86,9;25,6;541,1;53,3
2010;295;0,9;1,01;0;0;86,1;25,5;540,1;51,7
2010;296;1,5;1,55;0;0;84,2;25,2;538,6;51,7
2010;297;0,9;0,89;0;0;83,1;25;537,7;51,7
2010;298;0,5;0,52;0;0;82,5;24,9;537,1;51,7
2010;299;1;0,95;0,3;0;81,7;24,8;536,5;51,7
2010;300;1,3;1,16;0;0;80,4;24,6;535,4;50
2010;301;0,8;0,74;0;0;79,5;24,5;534,6;50
2010;302;1,6;1,34;0;0;77,8;24,2;533,3;50
2010;303;1,4;1,18;0;0;76,3;24;532,1;50
2010;304;1;0,8;0;0;75,3;23,8;531,3;50
2010;305;1,1;0,85;0;0;74,2;23,6;530,4;50
2010;306;0,5;0,38;0;0;73,7;23,5;530,1;50
2010;307;0,7;0,51;2,5;0;76,3;24;532,1;50
2010;308;0,6;0,49;1,2;0;77,2;24,1;532,8;50
2010;309;0,6;0,47;0;0;76,6;24;532,3;50
2010;310;0,5;0,42;7,9;0;86,1;25,5;539,8;50
2010;311;0,4;0,47;11,6;0;100;27,7;550,9;50
2010;312;0,4;0,45;7,6;4,1;100;27,7;554;50
2010;313;1;1,16;0;0;98,5;27,5;552,8;50
2010;314;0,7;0,75;0;0;97,6;27,3;552,1;50
2010;315;0,6;0,62;1,4;0;98,6;27,5;552,9;50
2010;316;0,9;1,02;0,6;0;98;27,4;552,4;50
2010;317;1,1;1,19;0;0;96,5;27,1;551,2;50
2010;318;1,1;1,25;0;0;94,9;26,9;550;50
2010;319;0,5;0,5;15,8;11,3;100;27,7;554;50
2010;320;0,4;0,45;18,4;17,9;100;27,7;554;50
2010;321;0,4;0,43;1;0,6;100;27,7;554;50
2010;322;0,4;0,45;6,2;5,7;100;27,7;554;50
2010;323;0,4;0,51;0;0;99,4;27,6;553,5;50
2010;324;0,4;0,44;0;0;98,8;27,5;553,1;50
2010;325;0,6;0,71;0,1;0;98;27,4;552,5;50
2010;326;0,4;0,41;6,7;4,8;100;27,7;554;50
2010;327;0,3;0,38;6,1;5,7;100;27,7;554;50
2010;328;0,3;0,35;2,5;2,1;100;27,7;554;50
2010;329;0,4;0,45;0;0;99,4;27,6;553,5;50
2010;330;0,3;0,33;3,3;2,5;100;27,7;554;50
2010;331;0,5;0,61;0;0;99,2;27,6;553,4;50
2010;332;0,4;0,46;0,8;0;99,6;27,6;553,7;50
2010;333;0,3;0,3;8,2;7,6;100;27,7;554;50
2010;334;0,3;0,35;0,3;0;99,9;27,7;553,9;50
2010;335;0,2;0,19;4,6;4,3;100;27,7;554;50
2010;336;0,3;0,34;1,7;1,3;100;27,7;554;50
2010;337;0,4;0,44;0;0;99,4;27,6;553,6;50
2010;338;0,4;0,48;0;0;98,8;27,5;553,1;50
2010;339;0,3;0,28;1,4;0,2;100;27,7;554;50
2010;340;0,3;0,3;0,1;0;99,8;27,7;553,8;50
2010;341;0,3;0,3;2,7;2,3;100;27,7;554;50
2010;342;0,3;0,3;12,7;12,4;100;27,7;554;50
2010;343;0,3;0,29;1;0,7;100;27,7;554;50
2010;344;0,2;0,28;0,7;0,4;100;27,7;554;50
2010;345;0,3;0,33;12,8;12,4;100;27,7;554;50
2010;346;0,3;0,31;11,6;11,3;100;27,7;554;50
2010;347;0,2;0,24;0,3;0;100;27,7;554;50
2010;348;0,2;0,26;2,6;2,3;100;27,7;554;50
2010;349;0,2;0,23;2,1;1,8;100;27,7;554;50
2010;350;0,3;0,39;0;0;99,5;27,6;553,6;50
2010;351;0,2;0,23;1,3;0,7;100;27,7;554;50
2010;352;0,4;0,44;0;0;99,4;27,6;553,6;50
2010;353;0,2;0,24;1,3;0,6;100;27,7;554;50
2010;354;0,3;0,29;0,5;0,2;100;27,7;554;50
2010;355;0,2;0,28;0,7;0,4;100;27,7;554;50
2010;356;0,3;0,34;0;0;99,6;27,6;553,7;50
2010;357;0,3;0,36;0,1;0;99,3;27,6;553,4;50
2010;358;0,3;0,29;10,4;9,5;100;27,7;554;50
2010;359;0,2;0,24;8,2;8;100;27,7;554;50
2010;360;0,2;0,22;0;0;99,7;27,7;553,8;50
2010;361;0,3;0,35;2,3;1,8;100;27,7;554;50
2010;362;0,2;0,24;2;1,7;100;27,7;554;50
2010;363;0,3;0,33;0;0;99,6;27,6;553,7;50
2010;364;0,2;0,22;0;0;99,3;27,6;553,4;50
2010;365;0,2;0,27;0,3;0;99,3;27,6;553,4;50
;;;;;;;;;
Station:;10488;;;;;;;;
Hauptfrucht:;Zuckerr黚e;Zwischenfrucht:;keine;;;;;;
Flexibilisierung:;keine;;;;;;;;
Jahr;Tag;PET;AET;SNKk;PERC;BOF;BOF;SWI;ZG
;mm;mm;mm;mm;%nFK;Vol%;mm;cm;
2011;1;0,3;0,31;0,1;0;99;27,5;553,2;50
2011;2;0,3;0,3;0,5;0;99,3;27,6;553,5;50
2011;3;0,3;0,32;0,5;0;99,6;27,6;553,7;50
2011;4;0,4;0,41;0;0;99;27,5;553,2;50
2011;5;0,3;0,29;0;0;98,7;27,5;553;50
2011;6;0,3;0,29;2,7;1,4;100;27,7;554;50
2011;7;0,3;0,37;6,1;5,7;100;27,7;554;50
2011;8;0,4;0,47;0;0;99,4;27,6;553,5;50
2011;9;0,3;0,39;0,8;0;99,9;27,7;553,9;50
2011;10;0,7;0,75;0;0;98,9;27,5;553,2;50
2011;11;0,4;0,49;0;0;98,3;27,4;552,7;50
2011;12;0,5;0,51;3;1,1;100;27,7;554;50
2011;13;0,3;0,4;10;9,6;100;27,7;554;50
2011;14;0,4;0,47;17,2;16,7;100;27,7;554;50
2011;15;0,4;0,46;3,4;3;100;27,7;554;50
2011;16;0,8;0,97;0;0;98,8;27,5;553;50
2011;17;0,8;0,87;0;0;97,7;27,3;552,2;50
2011;18;0,4;0,41;0;0;97,2;27,3;551,8;50
2011;19;0,3;0,34;10,1;7,5;100;27,7;554;50
2011;20;0,3;0,34;3;2,7;100;27,7;554;50
2011;21;0,3;0,32;0,4;0,1;100;27,7;554;50
2011;22;0,5;0,52;0;0;99,3;27,6;553,5;50
2011;23;0,3;0,33;2,3;1,5;100;27,7;554;50
2011;24;0,3;0,35;3,6;3,3;100;27,7;554;50
2011;25;0,3;0,37;2,2;1,8;100;27,7;554;50
