Station:;OO536;;;;;;;;
Hauptfrucht:;Wintergerste;Zwischenfrucht:;keine;;;;;;
2009;177;1,6;1,87;0,1;0;88,6;25,9;531,4;121,7
2009;178;1,6;1,86;0,8;0;88;25,8;530,3;121,7
2009;179;2,8;3,06;0;0;86,4;25,6;527,3;121,7
2009;180;1,8;1,95;0;0;85,6;25,4;525,3;120
2009;181;3,7;3,88;0;0;83,5;25,1;521,4;120
2009;182;2,8;2,86;0;0;82,1;24,9;518,6;118,3
2009;183;2,9;2,84;0;0;80,6;24,6;515,8;118,3
2009;184;5,5;5,27;0;0;77,8;24,2;510,5;116,7
2009;185;3,9;3,83;2,1;0;76,9;24;508,7;115
2009;186;4,6;4,04;0;0;74,6;23,7;504,7;113,3
2009;187;3,5;2,95;0;0;73;23,4;501,8;111,7
2009;188;3,3;3,16;2,2;0;72,4;23,3;500,8;110
2009;189;2,6;2,9;3,9;0;73;23,4;501,7;105
2009;190;2,7;2,33;0,7;0;71,9;23,3;500,1;100
2009;191;2,6;2,48;1,8;0;71,5;23,2;499,3;95
2009;192;2;2,53;4,5;0;72,9;23,4;501,3;88,3
2009;193;2,5;2,06;0;0;71,4;23,2;499,3;83,3
2009;194;4,3;3,33;0;0;68,8;22,8;495,9;80
2009;195;2,5;1,9;0,3;0;67,4;22,6;494,4;75
2009;196;3;2,23;0,3;0;65,7;22,3;492,5;70
2009;197;5,2;3,63;0;0;62,1;21,7;488,8;63,3
2009;198;3,8;3,21;3,3;0;62,2;21,7;488,9;60
2009;199;1,5;1,96;14,3;0;75,6;23,8;501,3;58,3
2009;200;2,6;2,5;1,2;0;74,5;23,7;500;56,7
2009;201;2,8;2,45;0;0;72,1;23,3;497,5;55
2009;202;3,3;2,66;0;0;69;22,8;494,9;55
2009;203;2,9;2,32;5,2;0;72,5;23,4;497,7;53,3
2009;204;2,4;1,97;1,9;0;72,4;23,3;497,6;53,3
2009;205;2,7;2,19;0,2;0;70,1;23;495,6;53,3
2009;206;2,8;2,24;6,9;0;76;23,9;500,3;51,7
2009;207;3,9;3,43;0;0;71,8;23,2;496,9;51,7
2009;208;5,4;4,29;0;0;66,6;22,4;492,6;50
2009;209;2,9;2;2,4;0;67,1;22,5;493;50
2009;210;5;3,46;0;0;62,8;21,8;489,6;50
2009;211;3,1;1,96;0;0;60,3;21,4;487,6;50
2009;212;2,8;1,71;0;0;58,1;21,1;485,9;50
2009;213;4,5;2,62;0;0;54,8;20,6;483,3;50
2009;214;4,2;2,29;11,8;0;66,8;22,5;492,8;50
2009;215;1,5;1,14;4,1;0;70,5;23;495,7;50
2009;216;3,3;2,83;0;0;66,9;22,5;492,9;50
2009;217;3,8;2,91;0;0;63,3;21,9;490;50
2009;218;4,9;3,44;0;0;58,9;21,2;486,5;50
2009;219;4,1;2,52;0;0;55,7;20,7;484;50
2009;220;4,5;2,51;0;0;52,5;20,2;481,5;50
2009;221;4,1;2,17;0;0;49,8;19,8;479,3;50
2009;222;2,4;1,22;14,4;0;66,5;22,4;492,5;50
2009;223;2,3;1,85;2,8;0;67,6;22,6;493,4;50
2009;224;1,7;1,39;8,8;0;77;24,1;500,8;50
2009;225;2,5;2,65;1,7;0;75,7;23,9;499,8;50
2009;226;3,2;3,28;0;0;71,5;23,2;496,5;51,7
2009;227;4,9;4,43;0;0;66,1;22,3;492,1;51,7
2009;228;5,1;4,02;0;0;61,2;21,6;488,1;51,7
2009;229;3,7;2,59;22;0;84,9;25,3;507,5;51,7
2009;230;3,9;4,5;0;0;79,4;24,4;503;51,7
2009;231;4,8;4,78;0;0;73,5;23,5;498,2;53,3
2009;232;5;4,29;0;0;68,4;22,7;493,9;53,3
2009;233;2,1;1,54;6,9;0;74,8;23,7;499,3;53,3
2009;234;2,8;2,51;0,1;0;71,8;23,3;496,9;55
2009;235;4,4;3,6;0;0;67,7;22,6;493,3;55
2009;236;4,5;3,32;0;0;64,1;22;490;56,7
2009;237;3,9;2,62;1,8;0;63,1;21,9;489,1;56,7
2009;238;1,3;0,89;9,4;0;72,5;23,3;497,6;58,3
2009;239;4,5;3,74;0;0;68,4;22,7;493,8;58,3
2009;240;3,4;2,59;0;0;65,7;22,3;491,3;60
2009;241;2,4;1,7;1,1;0;65,1;22,2;490,6;60
2009;242;3;2,07;0;0;63,1;21,9;488,6;61,7
2009;243;4,2;2,8;0;0;60,2;21,4;485,8;61,7
2009;244;4,5;2,84;1,1;0;58,4;21,1;484;61,7
2009;245;3,5;2,18;0;0;56,5;20,8;481,9;63,3
2009;246;2;1,19;4,3;0;59,6;21,3;485;63,3
2009;247;2,7;1,78;6,1;0;63,9;22;489,2;63,3
2009;248;1,4;1,05;2,5;0;65,5;22,3;490,7;65
2009;249;2,1;1,58;0,4;0;64,4;22,1;489,6;65
2009;250;3,2;2,33;0;0;62,3;21,7;487,3;66,7
2009;251;4;2,8;0;0;59,7;21,3;484,5;66,7
2009;252;4;2,58;0;0;57,2;20,9;481,9;66,7
2009;253;3,6;2,19;0;0;55,5;20,7;479,7;68,3
2009;254;2,4;1,43;0;0;54,2;20,5;478,3;68,3
2009;255;2,4;1,42;0;0;53,3;20,3;476,8;70
2009;256;1,5;0,92;4;0;56;20,7;479,9;70
2009;257;1;0,63;0,7;0;56,4;20,8;479,9;71,7
2009;258;1,8;1,11;1;0;56,3;20,8;479,8;71,7
2009;259;1,9;1,19;5;0;59,6;21,3;483,5;71,7
2009;260;1;0,7;0,9;0;60;21,4;483,7;73,3
2009;261;3,3;2,26;0;0;58;21,1;481,5;73,3
2009;262;3,4;2,21;0;0;56,4;20,8;479,3;75
2009;263;3,4;2,1;0;0;54,6;20,5;477,2;75
2009;264;2,6;1,57;0;0;53,3;20,3;475,6;75
2009;265;2,2;1,31;0;0;52,6;20,2;474,3;76,7
2009;266;3,2;1,87;0;0;51;20;472,4;76,7
2009;267;0,9;0,54;0,1;0;50,7;19,9;472;76,7
2009;268;1,5;0,84;0;0;50,4;19,9;471,1;78,3
2009;269;2,9;1,68;0;0;49,1;19,6;469,5;78,3
2009;270;3;1,67;0;0;48,2;19,5;467,8;80
2009;271;1,9;1,04;0;0;47,3;19,4;466,7;80
2009;272;0,9;0,6;11,9;0;56,3;20,8;478;80
2009;273;1;0,74;4,3;0;59,3;21,3;481,6;81,7
2009;274;0,9;0,67;1,9;0;60,2;21,4;482,8;81,7
2009;275;1;0,75;0,9;0;60,5;21,5;482,9;83,3
2009;276;2,2;1,66;0;0;59,3;21,3;481,3;83,3
2009;277;0,9;0,67;0,8;0;59,5;21,3;481,3;81,7
2009;278;1,8;1,31;4,5;0;62;21,7;484,5;81,7
2009;279;1;0,81;6,1;0;66,4;22,4;489,8;80
2009;280;2,1;1,79;0;0;65,3;22,2;488;78,3
2009;281;1,1;0,91;0,3;0;65,1;22,2;487,4;76,7
2009;282;2;1,6;0;0;63,8;22;485,8;76,7
2009;283;0,7;0,62;7,6;0;69,9;22,9;492,8;75
2009;284;0,8;0,72;4,6;0;73,2;23,5;496,7;75
2009;285;0,6;0,67;12,2;0;83,6;25,1;508,2;73,3
2009;286;0,9;1,07;2;0;84,4;25,2;509,1;73,3
2009;287;0,6;0,66;0;0;84,4;25,2;508,5;71,7
2009;288;0,5;0,6;7,8;0;90,7;26,2;515,7;71,7
2009;289;0,6;0,67;9,9;0;99,4;27,6;524,9;70
2009;290;0,6;0,64;4;0;100;27,7;528,2;68,3
2009;291;0,6;0,71;2,5;0;100;27,7;530;68,3
2009;292;1,2;1,38;0;0;98,7;27,5;528,7;66,7
2009;293;1,2;1,39;0;0;97,3;27,3;527,3;65
2009;294;1,1;1,18;0;0;96,2;27,1;526,1;65
2009;295;0,7;0,74;5,3;0;100;27,7;530,6;63,3
2009;296;0,6;0,64;2,4;0;100;27,7;532,4;61,7
2009;297;0,7;0,83;0;0;99,1;27,6;531,6;60
2009;298;0,6;0,71;1,3;0;99,8;27,7;532,2;58,3
2009;299;1,2;1,35;1,2;0;99,6;27,6;532,1;58,3
2009;300;0,6;0,66;2,4;0;100;27,7;533,8;56,7
2009;301;0,6;0,69;1,2;0;100;27,7;534,3;56,7
2009;302;0,7;0,77;2,2;0;100;27,7;535,8;55
2009;303;1,1;1,23;0;0;98,6;27,5;534,5;55
2009;304;1,2;1,34;0;0;97,1;27,2;533,2;55
2009;305;1,2;1,27;0;0;95,5;27;531,9;53,3
2009;306;0,5;0,54;24,4;1,8;100;27,7;554;53,3
2009;307;0,5;0,53;6,1;5,5;100;27,7;554;53,3
2009;308;0,5;0,62;14,4;13,8;100;27,7;554;53,3
2009;309;1,1;1,28;0,1;0;98,6;27,5;552,8;51,7
2009;310;1,3;1,41;0;0;96,8;27,2;551,4;51,7
2009;311;1,2;1,27;0;0;95,3;27;550,1;51,7
2009;312;0,6;0,63;0;0;94,5;26,8;549,5;51,7
2009;313;0,4;0,44;2,1;0;96,5;27,2;551,2;51,7
2009;314;0,4;0,47;0;0;96;27,1;550,7;51,7
2009;315;0,4;0,46;0;0;95,4;27;550,2;50
2009;316;0,9;0,92;0,6;0;94,9;26,9;549,9;50
2009;317;0,6;0,67;0;0;94,1;26,8;549,2;50
2009;318;0,6;0,61;0,2;0;93,6;26,7;548,8;50
2009;319;1;1,03;0;0;92,3;26,5;547,8;50
2009;320;0,4;0,46;1,3;0;93,4;26,7;548,6;50
2009;321;0,5;0,49;7,4;1,5;100;27,7;554;50
2009;322;0,8;0,98;0,1;0;98,9;27,5;553,1;50
2009;323;0,9;1,05;0;0;97,6;27,3;552,1;50
2009;324;0,8;0,88;0;0;96,5;27,1;551,2;50
2009;325;0,5;0,52;0;0;95,8;27;550,7;50
2009;326;0,7;0,71;0;0;94,9;26,9;550;50
2009;327;0,7;0,79;1,3;0;95,6;27;550,5;50
2009;328;0,6;0,67;3,3;0;98,9;27,5;553,1;50
2009;329;0,8;0,97;0;0;97,7;27,3;552,2;50
2009;330;0,8;0,92;0,1;0;96,6;27,2;551,4;50
2009;331;0,7;0,76;0;0;95,7;27;550,6;50
2009;332;0,6;0,66;0,2;0;95,1;26,9;550,2;50
2009;333;0,5;0,48;0;0;94,5;26,8;549,7;50
2009;334;0,4;0,42;0;0;94;26,7;549,2;50
2009;335;0,3;0,37;13,1;8;100;27,7;554;50
2009;336;0,5;0,63;0;0;99,2;27,6;553,4;50
2009;337;0,8;0,86;0;0;98,1;27,4;552,5;50
2009;338;0,4;0,5;1,1;0;98,9;27,5;553,1;50
2009;339;0,4;0,48;0,8;0;99,2;27,6;553,4;50
2009;340;0,4;0,45;2,5;1,5;100;27,7;554;50
2009;341;0,8;0,87;0;0;98,9;27,5;553,1;50
2009;342;0,3;0,39;8,7;7,4;100;27,7;554;50
2009;343;0,3;0,37;0,9;0,5;100;27,7;554;50
2009;344;0,3;0,38;8,3;7,9;100;27,7;554;50
2009;345;0,3;0,33;1,8;1,4;100;27,7;554;50
2009;346;0,3;0,29;0,1;0;99,8;27,7;553,8;50
2009;347;0,2;0,27;0,5;0,1;100;27,7;554;50
2009;348;0,2;0,26;0;0;99,7;27,6;553,7;50
2009;349;0,2;0,28;0;0;99,3;27,6;553,5;50
2009;350;0,3;0,29;0,1;0;99,1;27,6;553,3;50
2009;351;0,2;0,23;2;1;100;27,7;554;50
2009;352;0,1;0,15;2,2;2,1;100;27,7;554;50
2009;353;0,1;0,11;0,4;0,3;100;27,7;554;50
2009;354;0,3;0,35;0,5;0,2;100;27,7;554;50
2009;355;0,5;0,57;0;0;99,3;27,6;553,4;50
2009;356;0,4;0,41;0,7;0;99,6;27,6;553,7;50
2009;357;0,3;0,32;10,5;9,8;100;27,7;554;50
2009;358;0,3;0,33;0,1;0;99,7;27,7;553,8;50
2009;359;0,4;0,46;5,1;4,4;100;27,7;554;50
2009;360;0,6;0,74;0;0;99,1;27,6;553,3;50
2009;361;0,3;0,38;0,6;0;99,3;27,6;553,4;50
2009;362;0,3;0,38;0,1;0;98,9;27,5;553,2;50
2009;363;0,5;0,6;0,7;0;99;27,5;553,2;50
2009;364;0,3;0,35;13,2;12,1;100;27,7;554;50
2009;365;0,3;0,31;6,4;6,1;100;27,7;554;50
;;;;;;;;;
Station:;OO536;;;;;;;;
Hauptfrucht:;Wintergerste;Zwischenfrucht:;keine;;;;;;
Flexibilisierung:;keine;;;;;;;;
Jahr;Tag;PET;AET;SNKk;PERC;BOF;BOF;SWI;ZG
;mm;mm;mm;mm;%nFK;Vol%;mm;cm;
2010;1;0,2;0,27;5,1;4,8;100;27,7;554;50
2010;2;0,2;0,26;3,8;3,5;100;27,7;554;50
2010;3;0,2;0,27;2,7;2,5;100;27,7;554;50
2010;4;0,2;0,23;0;0;99,7;27,7;553,8;50
2010;5;0,5;0,53;0;0;99;27,5;553,2;50
2010;6;0,2;0,21;0,4;0;99,3;27,6;553,4;50
2010;7;0,2;0,22;0;0;99;27,5;553,2;50
2010;8;0,2;0,23;8,5;7,4;100;27,7;554;50
2010;9;0,2;0,26;7,5;7,3;100;27,7;554;50
2010;10;0,2;0,26;6,5;6,2;100;27,7;554;50
2010;11;0,2;0,23;0,4;0,2;100;27,7;554;50
2010;12;0,5;0,54;0;0;99,3;27,6;553,5;50
2010;13;0,3;0,38;0;0;98,8;27,5;553,1;50
2010;14;0,3;0,29;0;0;98,5;27,5;552,8;50
2010;15;0,3;0,3;0;0;98,1;27,4;552,5;50
2010;16;0,3;0,29;0;0;97,7;27,3;552,2;50
2010;17;0,3;0,32;2,9;0,7;100;27,7;554;50
2010;18;0,3;0,36;0,3;0;100;27,7;554;50
2010;19;0,3;0,35;2,1;1,7;100;27,7;554;50
2010;20;0,3;0,33;0,4;0,1;100;27,7;554;50
2010;21;0,2;0,24;0,1;0;99,9;27,7;553,9;50
2010;22;0,3;0,36;0,3;0;99,7;27,7;553,8;50
2010;23;0,3;0,37;0;0;99,3;27,6;553,4;50
2010;24;0,3;0,31;0;0;98,9;27,5;553,1;50
2010;25;0,4;0,44;0;0;98,3;27,4;552,7;50
2010;26;0,4;0,44;0;0;97,8;27,3;552,2;50
2010;27;0,3;0,35;2,3;0,2;100;27,7;554;50
2010;28;0,3;0,35;1,2;0,8;100;27,7;554;50
2010;29;0,3;0,37;2,3;2;100;27,7;554;50
2010;30;0,4;0,49;0,9;0,4;100;27,7;554;50
2010;31;0,7;0,75;0;0;99;27,5;553,2;50
2010;32;0,6;0,68;0;0;98,2;27,4;552,6;50
2010;33;0,6;0,66;0,1;0;97,5;27,3;552;50
2010;34;0,6;0,68;1,9;0;99;27,5;553,2;50
2010;35;0,4;0,45;0,1;0;98,6;27,5;552,9;50
2010;36;0,8;0,91;0;0;97,4;27,3;552;50
2010;37;0,4;0,4;0;0;96,9;27,2;551,6;50
2010;38;0,3;0,31;0,4;0;97;27,2;551,7;50
2010;39;0,3;0,35;0;0;96,6;27,2;551,3;50
2010;40;0,7;0,79;0;0;95,6;27;550,5;50
2010;41;0,3;0,31;3,3;0;99,3;27,6;553,5;50
2010;42;0,3;0,33;6,2;5,4;100;27,7;554;50
2010;43;0,3;0,38;1,2;0,8;100;27,7;554;50
2010;44;0,4;0,41;0,8;0,4;100;27,7;554;50
2010;45;0,6;0,65;0;0;99,2;27,6;553,4;50
2010;46;0,6;0,63;0;0;98,4;27,4;552,7;50
2010;47;0,5;0,55;0;0;97,7;27,3;552,2;50
2010;48;1;1,15;0;0;96,2;27,1;551;50
2010;49;0,7;0,78;0,1;0;95,4;27;550,3;50
2010;50;0,5;0,51;0,1;0;94,9;26,9;549,9;50
2010;51;1;1,06;0,4;0;94,1;26,8;549,3;50
2010;52;0,6;0,68;1;0;94,5;26,8;549,7;50
2010;53;0,8;0,82;0;0;93,5;26,7;548,9;50
2010;54;0,6;0,67;4,2;0;97,9;27,4;552,4;50
2010;55;0,6;0,66;1,8;0;99,3;27,6;553,5;50
2010;56;1,7;1,92;0;0;96,9;27,2;551,6;50
2010;57;0,6;0,7;0,1;0;96,2;27,1;551;50
2010;58;1,6;1,72;0;0;94;26,7;549,2;50
2010;59;0,8;0,86;0,3;0;93,3;26,6;548,7;50
2010;60;0,6;0,68;0,6;0;93,1;26,6;548,6;50
2010;61;1;1,05;0;0;92,1;26,4;547,5;51,7
2010;62;0,9;0,92;0;0;91;26,3;546,6;51,7
2010;63;1;0,97;0,1;0;89,9;26,1;545,8;51,7
2010;64;0,6;0,54;0;0;89,3;26;545,2;51,7
2010;65;0,7;0,7;4,7;0;94,1;26,8;549,2;51,7
2010;66;0,9;0,94;0;0;93,2;26,6;548,3;53,3
2010;67;0,8;0,85;0,5;0;92,8;26,6;547,9;53,3
2010;68;1,4;1,52;0;0;91;26,3;546,4;53,3
2010;69;1,5;1,52;0;0;89,2;26;544,9;53,3
2010;70;1,5;1,44;0;0;87,5;25,7;543,5;53,3
2010;71;0,5;0,53;1,7;0;89,2;26;544,6;55
2010;72;0,6;0,59;1,2;0;89,9;26,1;545,3;55
2010;73;0,6;0,63;2,1;0;91,9;26,4;546,7;56,7
2010;74;0,7;0,78;4,8;0;96,4;27,1;550,8;56,7
2010;75;0,6;0,7;1,2;0;97;27,2;551,3;56,7
2010;76;0,8;0,86;0;0;96,1;27,1;550,4;58,3
2010;77;2,5;2,8;0;0;93,1;26,6;547,6;58,3
2010;78;2;2,11;0;0;90,8;26,2;545,5;58,3
2010;79;1,2;1,25;0,2;0;89,7;26,1;544,5;58,3
2010;80;1;1,13;16,2;5,5;100;27,7;554;58,3
2010;81;2,7;3,1;0;0;96,7;27,2;550,9;60
2010;82;1,9;2,11;0;0;94,5;26,8;548,8;60
2010;83;2,4;2,58;0;0;91,8;26,4;546,2;60
2010;84;2,6;2,69;0;0;89;26;543,5;60
2010;85;2,7;2,65;4,7;0;91,1;26,3;545,6;60
2010;86;1,1;1,19;2,4;0;92,6;26,5;546,8;61,7
2010;87;1,5;1,61;0,6;0;91,6;26,4;545,8;61,7
2010;88;1,1;1,2;5;0;95,4;27;549,5;61,7
2010;89;2,5;2,8;0;0;92,5;26,5;546,7;61,7
2010;90;1,1;1,12;0,4;0;92,1;26,4;546;63,3
2010;91;1,7;1,8;0;0;90,3;26,2;544,2;63,3
2010;92;1,8;1,85;0;0;88,7;25,9;542,4;65
2010;93;1,5;1,52;0;0;87,2;25,7;540,9;65
2010;94;1,2;1,14;0,3;0;86,4;25,6;540,1;65
2010;95;1,3;1,25;0;0;85,2;25,4;538,8;65
2010;96;2,1;1,99;0;0;83,3;25,1;536,8;65
2010;97;3,3;3,02;0;0;80,8;24,7;533,8;66,7
2010;98;3,2;2,81;0;0;78,1;24,2;531;66,7
2010;99;1,5;1,26;0,2;0;77,2;24,1;529,9;66,7
2010;100;1,5;1,24;2,2;0;78,1;24,2;530,9;66,7
2010;101;0,8;0,84;9,2;0;86;25,5;539,3;66,7
2010;102;1,4;1,42;3,2;0;88;25,8;541,1;68,3
2010;103;2,5;2,67;0;0;85,5;25,4;538,4;68,3
2010;104;1,2;1,21;2,3;0;86,9;25,6;539,5;70
2010;105;0,9;0,99;5,9;0;91,4;26,3;544,5;70
2010;106;1,3;1,46;0;0;90;26,1;543;70
2010;107;3,3;3,67;0;0;87;25,7;539,3;71,7
2010;108;3,8;3,88;0;0;83,6;25,1;535,4;71,7
2010;109;3,4;3,24;0;0;81,2;24,7;532,2;73,3
2010;110;2,5;2,24;0;0;79,3;24,4;530;73,3
2010;111;1,7;1,49;0,4;0;78,3;24,3;528,9;73,3
2010;112;2,8;2,38;0;0;76,8;24;526,5;75
2010;113;3,7;3,12;0;0;74,2;23,6;523,4;75
2010;114;3,8;3,07;0;0;72,2;23,3;520,3;76,7
2010;115;4,1;3,21;0;0;69,6;22,9;517,1;76,7
2010;116;2,7;2,05;1,4;0;69,7;22,9;516,5;78,3
2010;117;1,5;1,11;0;0;68,8;22,8;515,4;78,3
2010;118;3,9;2,95;0;0;66,4;22,4;512,4;78,3
2010;119;3,9;2,83;0;0;64,9;22,2;509,6;80
2010;120;3,7;2,63;0,4;0;63,2;21,9;507,4;80
2010;121;1,8;1,29;1,3;0;63,9;22;507,5;81,7
2010;122;1,2;0,97;3,9;0;66,2;22,4;510,3;81,7
2010;123;1,3;1,1;5,4;0;70,1;23;514,6;83,3
2010;124;1,2;0,92;0;0;69,4;22,9;513,7;83,3
2010;125;1,9;1,52;1,9;0;70,3;23;514,1;85
2010;126;1,1;1,3;16,4;0;81,5;24,8;529,1;85
2010;127;1,8;1,89;0,2;0;80,6;24,6;527,5;86,7
2010;128;2,8;2,79;0;0;78,6;24,3;524,7;86,7
2010;129;3;2,94;4,3;0;80;24,5;526;88,3
2010;130;1,6;1,55;0;0;78,9;24,4;524,5;88,3
2010;131;1,3;1,25;2,3;0;80;24,5;525,5;90
2010;132;3,2;3,11;0,4;0;78,5;24,3;522,9;91,7
2010;133;1,2;1,13;0;0;77,7;24,2;521,7;91,7
2010;134;1,2;1,52;12,1;0;85,3;25,4;532,3;93,3
2010;135;1,1;1,3;1,4;0;85,6;25,4;532,4;95
2010;136;2,4;2,52;0;0;84;25,2;529,9;95
2010;137;2,6;2,64;0;0;82,5;24,9;527,3;96,7
2010;138;1,3;1,42;1,4;0;82,5;24,9;527,3;96,7
2010;139;1,2;1,58;8,3;0;87,1;25,7;534;98,3
2010;140;1,3;1,44;0,2;0;86,3;25,5;532,8;98,3
2010;141;1,9;1,99;0,1;0;85,4;25,4;530,9;100
2010;142;4,5;4,58;0;0;82,5;24,9;526,3;100
2010;143;3,2;3,19;0,9;0;81,3;24,7;524;101,7
2010;144;2,6;3,34;13,9;0;87,9;25,8;534,5;101,7
2010;145;3,4;3,65;0;0;85,8;25,5;530,8;103,3
2010;146;2,1;2,16;0;0;84,7;25,3;528,7;105
2010;147;1,9;2,06;1,3;0;84,3;25,2;528;105
2010;148;2,3;2,42;1,4;0;84;25,2;527;106,7
2010;149;3,2;3,1;0;0;82,1;24,9;523,9;106,7
2010;150;2,2;2,91;19,7;0;92,2;26,5;540,6;108,3
2010;151;1,3;1,71;4,2;0;93,6;26,7;543,1;108,3
2010;152;1,3;1,7;3,4;0;94,7;26,9;544,8;110
2010;153;1,4;1,77;11,6;0,6;100;27,7;554;110
2010;154;1,8;2,38;18,4;16;100;27,7;554;110
2010;155;4,9;5,58;0;0;96,8;27,2;548,4;111,7
2010;156;5,4;6,01;0;0;93,4;26,7;542,4;111,7
2010;157;4,9;5,22;0;0;90,6;26,2;537,2;113,3
2010;158;4,3;4,61;1,7;0;89;26;534,2;113,3
2010;159;4,1;4,61;4,7;0;89;26;534,3;113,3
2010;160;4,2;4,2;0;0;86,9;25,6;530,2;115
2010;161;4,8;4,73;0;0;84,3;25,2;525,4;115
2010;162;5,7;5,45;0;0;81,5;24,8;520;116,7
2010;163;2;2,05;1,2;0;81,1;24,7;519,1;116,7
2010;164;3,2;2,97;0;0;79,8;24,5;516,2;118,3
2010;165;2,5;2,23;0;0;78,6;24,3;513,9;118,3
2010;166;2,4;2,12;0;0;77,7;24,2;511,8;120
2010;167;5;4,4;0;0;75,4;23,8;507,4;120
2010;168;5,4;4,59;0;0;73,4;23,5;502,8;121,7
2010;169;2,6;2,2;0;0;72,2;23,3;500,6;121,7
2010;170;2,5;2,04;0;0;71,2;23,1;498,6;121,7
2010;171;2,7;2,18;0;0;70,4;23;496,4;123,3
2010;172;2,5;2,02;0,1;0;69,5;22,9;494,5;123,3
2010;173;4;3,2;0;0;67,8;22,6;491,3;123,3
2010;174;2,9;2,25;0;0;66,7;22,4;489;123,3
2010;175;4,8;3,67;0;0;64,8;22,1;485,4;123,3
2010;176;4,5;3,4;0;0;63;21,9;482;121,7
2010;177;4,5;3,25;0;0;61,3;21,6;478,7;121,7
2010;178;5,7;4,04;0;0;59,2;21,3;474,7;121,7
2010;179;5,9;4,05;0;0;57,1;20,9;470,6;121,7
2010;180;6;4,01;0;0;55;20,6;466,6;120
2010;181;4,8;3,16;0;0;53,3;20,3;463,5;120
2010;182;5,1;3,22;0;0;51,6;20,1;460,2;118,3
2010;183;6,1;3,79;0;0;49,6;19,7;456,4;118,3
2010;184;6,2;3,74;0;0;47,6;19,4;452,7;116,7
2010;185;4,7;2,75;0;0;46;19,2;450;115
2010;186;4,5;4,49;6,5;0;47,2;19,4;452;113,3
2010;187;2,3;3,03;10,1;0;51,2;20;459;111,7
2010;188;4,9;3,11;0;0;49,5;19,7;455,9;110
2010;189;5,6;3,4;0;0;47,6;19,4;452,5;105
2010;190;6,1;3,52;0;0;45,4;19,1;449;100
2010;191;5,9;3,27;0;0;43,2;18,7;445,7;95
2010;192;6,3;3,27;0;0;40,9;18,4;442,5;88,3
2010;193;6,1;3,02;0;0;38,6;18;439,5;83,3
2010;194;3,9;1,9;0,1;0;37,2;17,8;437,7;80
2010;195;5,8;2,63;0;0;34,9;17,4;435;75
2010;196;2,3;2,23;3,7;0;36,3;17,6;436,5;70
2010;197;5;6,53;15,6;0;45,5;19,1;445,6;63,3
2010;198;2,8;3,68;23,7;0;67,2;22,5;465,6;60
2010;199;2,6;2,55;0,4;0;65,7;22,3;463,5;58,3
2010;200;5;4,52;0;0;61,5;21,6;459;56,7
2010;201;5,4;4,23;0;0;57,3;20,9;454,7;55
2010;202;5,8;3,97;0;0;52,7;20,2;450,8;55
2010;203;4,1;2,63;5,9;0;56,9;20,9;454,1;53,3
2010;204;1,6;2,03;53,8;0;100;27,7;505,8;53,3
2010;205;1,9;2,21;3,2;0;100;27,7;506,8;53,3
2010;206;2,5;2,92;0;0;96,4;27,1;503,9;51,7
2010;207;4,2;4,61;0;0;90,8;26,2;499,3;51,7
2010;208;3,7;3,68;0;0;86,1;25,5;495,6;50
2010;209;2,7;2,51;0,4;0;83,5;25,1;493,6;50
2010;210;2,8;2,5;6,2;0;88,1;25,8;497,2;50
2010;211;3,1;3,11;0;0;84,2;25,2;494,1;50
2010;212;3,8;3,41;0;0;79,9;24,5;490,7;50
2010;213;5;4,17;0;0;74,6;23,7;486,5;50
2010;214;2,6;2,03;12,2;0;87,5;25,7;496,7;50
2010;215;1,6;1,73;13,3;0;100;27,7;508,3;50
2010;216;3,9;4,54;0;0;94,3;26,8;503,7;50
2010;217;2,8;2,93;0;0;90,5;26,2;500,8;50
2010;218;1,4;1,42;13;0;100;27,7;512,4;50
2010;219;1,4;1,64;25,5;0;100;27,7;536,2;50
2010;220;3,3;3,76;0;0;95,2;26,9;532,5;50
2010;221;2,1;2,19;0;0;92,5;26,5;530,3;50
2010;222;4,2;4,33;0;0;87;25,6;526;50
2010;223;2,7;2,49;0;0;83,8;25,1;523,5;50
2010;224;2;1,74;3,4;0;85,9;25,5;525,1;50
2010;225;1,4;1,36;1,7;0;86,3;25,5;525,4;50
2010;226;1,3;1,28;2,4;0;87,6;25,7;526,6;51,7
2010;227;2,2;2,14;11,3;0;98,9;27,5;535,8;51,7
2010;228;3,3;3,74;6,9;0;100;27,7;538,9;51,7
2010;229;1,4;1,62;4,7;0;100;27,7;542,1;51,7
2010;230;2,2;2,55;0,1;0;97;27,2;539,6;51,7
2010;231;3,1;3,4;1,3;0;94,3;26,8;537,5;53,3
2010;232;4,7;4,92;0;0;88,5;25,9;532,6;53,3
2010;233;4,9;4,72;0;0;82,9;25;527,9;53,3
2010;234;4,1;3,61;8,4;0;88,5;25,9;532,6;55
2010;235;2,5;2,55;1,8;0;87,6;25,7;531,9;55
2010;236;2,8;2,79;1,1;0;85,8;25,5;530,2;56,7
2010;237;4;3,76;0;0;81,6;24,8;526,4;56,7
2010;238;1,5;1,27;0,7;0;81,2;24,7;525,8;58,3
2010;239;1,9;1,66;26,4;0;100;27,7;550,5;58,3
2010;240;1,9;2,23;16,9;11,3;100;27,7;554;60
2010;241;1,9;2,16;3;0,8;100;27,7;554;60
2010;242;1,3;1,46;16,7;15,3;100;27,7;554;61,7
